time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-27 00:00:00+00:00,10,4,42,19
2025-01-28 00:00:00+00:00,17,7,89,16
2025-01-29 00:00:00+00:00,4,4,68,16
2025-01-30 00:00:00+00:00,39,9,178,22
2025-01-31 00:00:00+00:00,132,29,233,26
2025-02-01 00:00:00+00:00,264,44,215,15
2025-02-02 00:00:00+00:00,74,18,150,19
2025-02-03 00:00:00+00:00,85,22,168,26
2025-02-04 00:00:00+00:00,260,48,266,27
2025-02-05 00:00:00+00:00,263,46,203,21
2025-02-06 00:00:00+00:00,232,40,208,27
2025-02-07 00:00:00+00:00,126,34,171,26
2025-02-08 00:00:00+00:00,45,14,62,15
2025-02-09 00:00:00+00:00,16,9,50,10
