time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-07 00:00:00+00:00,242,58,233,36
2025-07-08 00:00:00+00:00,138,27,173,28
2025-07-09 00:00:00+00:00,803,101,437,31
2025-07-10 00:00:00+00:00,210,51,184,34
2025-07-11 00:00:00+00:00,475,72,389,34
2025-07-12 00:00:00+00:00,316,52,236,15
2025-07-13 00:00:00+00:00,354,63,281,15
2025-07-14 00:00:00+00:00,469,83,376,26
2025-07-15 00:00:00+00:00,303,47,447,35
2025-07-16 00:00:00+00:00,341,63,256,30
2025-07-17 00:00:00+00:00,627,88,454,25
2025-07-18 00:00:00+00:00,157,35,223,26
2025-07-19 00:00:00+00:00,24,13,44,16
2025-07-20 00:00:00+00:00,98,24,88,9
